title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
The analytical challenge of measuring micro- and nanoplastics in human tissues,https://www.nature.com/articles/s41565-026-02258-2,Nature Nanotechnology,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/s41565-026-02258-2,Guia Baggi,"As evidence of micro- and nanoplastics in human tissues continues to grow, researchers are racing to improve analytical methods and establish standardized measurements that can reliably quantify their presence and potential health impacts.",rss_nature,0
Infrared absorption spectroscopy of a single polyatomic molecular ion,https://www.nature.com/articles/s41586-026-10915-8,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/s41586-026-10915-8,Philipp Schindler,"Abstract
                  
                    Absorption spectroscopy is a fundamental tool for probing molecular structure
                    1
                    . However, performing absorption spectroscopy on individual molecules is challenging because of the low signal-to-noise ratio
                    2,3
                    . Here we report on non-destructive absorption spectroscopy on a mid-infrared vibrational transition in a single molecular ion that is co-trapped with an atomic ion. The absorption of a single photon is detected by the momentum transfer from the absorbed photon onto the molecule. This recoil signal is amplified using a non-classical state of motion of the two-ion crystal and subsequently read out by the atomic ion
                    4
                    . We characterize the recoil detection method and use it to investigate the interaction between femtosecond laser pulses and the O–H stretching vibration in individual CaOH
                    +
                    molecular ions. Furthermore, we present the spectrum obtained for the vibrational transition with single-photon sensitivity. This method can provide a way of performing non-destructive state detection of complex polyatomic molecules, for preparation and measurement of the quantum state of a wide range of molecular species.",crossref,0
Spontaneously charged water drops induce corrosion,https://www.nature.com/articles/s41586-026-10941-6,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/s41586-026-10941-6,Hans-Jürgen Butt,"Abstract
                  
                    Water drops spontaneously become electrically charged when moving on different surfaces, such as plant leaves, insect wings, building walls, window glass and plastic
                    1–9
                    . This process, known as contact or sliding electrification, is analogous to tribocharging between solids
                    10–13
                    . The electric potential of water drops charged in this way can exceed 1 kV (refs. 
                    14–16
                    ). A vital but as yet unanswered question is whether the charge in water drops causes corrosion. Here we analyse the effect of series of water drops hitting metal surfaces, which are protected by a non-conductive coating. Before hitting the coated metal, the drops acquire a charge spontaneously by sliding over an insulating surface. We demonstrated that these charged drops can cause the coating to break down electrically and lead to corrosion of the metal. As spontaneously charged water drops form naturally, this previously overlooked corrosion mechanism may contribute to the degradation of cultural heritage sites, buildings, ships, cars and other metal components. Our findings can improve anticorrosion strategies and emphasize the need for protective materials capable of resisting charge-induced damage from water drops.",crossref,0
Plasma-jet movie is astronomy’s summer blockbuster,https://www.nature.com/articles/d41586-026-02522-4,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02522-4,Yosuke Mizuno,Just 116 images exist of the active galaxy 3C 345 — but an AI-driven algorithm has created a highly detailed video of the plasma jets blasted from its centre.,rss_nature,0
Can nuclear reactors hit the road?,https://www.nature.com/articles/d41586-026-02510-8,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02510-8,Katherine Bourzac,"Fission facilities that fit in a truck could provide portable power where it’s needed — but some people question whether it’s worth the cost, safety compromises and the risk of sending the raw materials for bombs into communities.",rss_nature,0
A practical recycling strategy for making thiophosphate molecules with enzymes,https://www.nature.com/articles/d41586-026-02482-9,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02482-9,,An enzymatic platform for constructing the thiophosphate molecular motif without relying on large amounts of expensive reagents has been developed. The method lays the foundation for developing enzymatic cascades to synthesize thiophosphate-containing motifs in drug development. An expensive reagent to introduce a thiophosphate motif can be replenished in an approach that can be generalized to various molecules.,openalex,0
Smaller reactors bring nuclear power closer to fulfilling its promise,https://www.nature.com/articles/d41586-026-02506-4,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02506-4,Neil Savage,"Shadowed by past disasters, nuclear engineers are developing different types of reactor, fuel, coolant and material that could help to make fission the zero-carbon energy technology of choice.",rss_nature,0
Dolly Parton dies aged 80 — researchers celebrate her contributions to science,https://www.nature.com/articles/d41586-026-02676-1,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02676-1,Dhruv Shenai,"The country singer was an advocate for vaccines, public health, literacy and marginalized communities.",rss_nature,0
The 46 companies scrambling to commercialize fusion for energy,https://www.nature.com/articles/d41586-026-02513-5,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02513-5,Neil Savage,Whether the billions of dollars of investment will lead to an inexhaustible source of clean electrical power is not yet known.,rss_nature,0
This pulsating muscle graft mimics benefits of exercise,https://www.nature.com/articles/d41586-026-02664-5,Nature,2026-08-26 00:00:00 UTC,2026-08-26 00:00:00+00:00,10.1038/d41586-026-02664-5,Mohana Basu,"Mice with the surgical implant developed more muscle mass, strength and bone density.",rss_nature,0
